heldout_scenario,simulation_id,sample_index,input_sha256,training_scenario_count,budget,algorithm_identity,implementation_revision,status,certificate_status,iterations,full_exact_certification_calls,result_sha256,failure_type,failure_message,first_stage_sha256,policy_sha256,policy_label,training_T_COST,training_worst_scenario,training_worst_loss,first_stage_cost,Q_Water,F_Water,R_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_Crackers,F_Crackers,R_Crackers,row_sha256,full24_source_first_stage_sha256,full24_policy_sha256
h05,LA-0303,303,c16fbaeb493f56ea949022f93f62f201d42df69eddaf0b529a63d6d3052c8179,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,024518a51a2e8e2c8fc4e77c19b1fb8130392b5cd7c257d016ebf41efcce21b6,,,36af80be32aa55bc533a9c156fc2b4f01623b6b512360c1b56d29fc38219a024,ac38d7f9c1721694d1572e1b5b70e4e1cbff05a89e66ba65d94423f0a7c2092b,P4,1225287708.727059,h09,1221084915.1582043,4202793.56885462,0.0,0.0,NONE,0.0,0.0,NONE,0.0,222879616.13254395,R0,a4f27da01568b0a87442c7733e40b67fb41fa068b73593b54d0afa6c044e085d,0e154d867f2e7da7190ce46a8c21bf3ef1df2b06a101aae70f71f3a7ec345d2e,cf005b8e74f2b4b029b28f775dbc0efd65f577d39da28a8ebcf71b7384b15737
h05,LA-0434,434,eaedf29b3f0adcc63ef9891f0af185763f8d102f02654270b1c9ecc613eea483,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,cb1e529ae37f92b522c5c4ef75275e2bc2d7179d42c66ebc03ffe224f65d00cf,,,b30276e8a55e54bb78807696301838b80b140acf842aacd9fce92a9bce55a198,5bf769b316495d718bbe8d8b14fb287db02151b4174ad77ab9d4b6b2c2a4e32d,P4,1159816079.7637694,h09,1155997203.2762182,3818876.487551288,0.0,0.0,NONE,0.0,0.0,NONE,0.0,559629255.0204587,R0,c42ff39cb0f4af47b7c46f18ff74ae4ac7a6ebff8b99399cfa938321b396a45a,72a56fb3c6eef8a405e57ace76dab8988e83bd3cd2fd4889f480a7fc233f0497,e1bec1fcf39c5ddbeac005cb511b02187c44e5cb7259ceef3b84ffcae75c0641
h05,LA-0251,251,347e956fe65cc2b94ea2a0fc4a245738795104572a19188d39eee4a3d1c98ad2,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,6fb09f5ad2f1aec53a58f23b9fdd0d7fb0bfb9b72c81b91b42fd3547a3c4cc54,,,636006de6118168ed55e75145ea7d46a6bda72d170a86d31cbeb714e8e8ea629,a3156f9809d7e2ae963da76fa864bdeb93259c2fcac4f0e02b0bce5edfc936b6,P1,1221653928.8668115,h09,1202516023.011373,19137905.85543848,14359476.888880685,0.0,NONE,682385.729363933,0.0,NONE,0.0,0.0,NONE,c6f84ba417cc133b7e00cfb01e30e7c7cf2b9b029f17fd253f60d2ce2ef36d14,c0dbd27a9243a73825ec527f2989786c8a1bfcade14be5878461b14f91ce8eb0,876aaa7f76527f532607e75d87307fed6a8dd93305aff619315a56f937c5c958
h05,LA-0758,758,65dfbf56050f03b54ff46c8be21d44467ac1c89802d9accd48cf2337381696b4,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,9d94e911ed7425da664eaaa694a1248c4549e9af223774952d1e378e56b74403,,,45ac6665004ff052d2b933bf50e98dae749efdf0c049c81445c0074e603d2a1b,7d024d23e7566a684b3280e4e60b240930baf935bb9e6f6899c5297b259203ab,P1,1223661528.1057193,h09,1204523622.2502809,19137905.85543848,14919107.007149398,0.0,NONE,657241.970512473,0.0,NONE,0.0,0.0,NONE,9f6f6490fcbada0f16f4028610b63c20de5a54e49936b3da66d2692038db2cf0,23235f820947433926330b565d0bae2b9a1f07c10fbededb4c6c730ef97aa468,9c3c4429983345c20a23e588c8afce3df1ca922b5fff83f1979213f6cc8ee993
h05,LA-0129,129,05d5177207c024ba14c28a7fb0c3c36ecc93815714c381fa57cfedd0ad5998f8,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,75bdd74a38f7d7ef2cd4da8a4fe35aeecbfeaa60e7c8ec64f5f21ce887a7859e,,,6c151ae4610fae13072a4187b872d7137d7d274cc9d3ef4bbf02131403390967,d55376f6c06556040121355a0a222e17da2733b37e499904edf1a1573e49a1af,P4,1229414447.660951,h09,1221960786.237378,7453661.423573011,0.0,0.0,NONE,0.0,0.0,NONE,0.0,204193492.79758906,R0,ddda18a7c559f563c012cc14495459bf6caddf9602fa7fb45f68ae33bdfaa41c,c8f337cf2f06552f1b32c3fe23d88b772b281156928b1e9ea060ef1a4c07dc64,4d3c4efda949ee6a61340234178e69a81e6e6c0e4b1151f7c9a233ee47330057
h05,LA-0534,534,76613688246fc21bd3cc4da9ace6e6631a784ba3b2caea1552cebedc2b08edfe,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,ac89561940d6b55d1e7e15736f93516f34523f587efe0bc965e92bbd61a53551,,,332618b6e32e6730d36ad7afcb0a810d66efee5c7841885a018dd64b6e6ae910,769cbf38fb258c7e8cd0fe1f14ba530f758b75b1335d41b336fd0185bf2c0b3c,P4,1211326987.3463883,h09,1210245211.5298316,1081775.8165567832,0.0,0.0,NONE,0.0,0.0,NONE,0.0,220976382.0362221,R0,bfb4ae98cec0be748b0da249dfaec958a56a836a0f079762ad189692c5ef0258,7fc3841e542d64c821ef087f59a21192fed4e44b8b7f0a12078a49dbda554474,5abaf313906bf8ceafd6d8400c4a08c8be9f65501ec5d7677957997e99119a18
h05,LA-0988,988,7e33ca8d07cd3699a84d5f73e5c1d546de9fc417bdeb1e4b64eadbba66a6b13c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,2cf174d103040f092f46cd9cde36412fd9527729ae00d224bc8362e0673aae19,,,c0ef8992c79371339ff53d31b77fb69a96cf6d0e71625d91ff036098e0d4c1d6,74b314afa2e3819d7c7d8e942bf7d3c201c2bf4114aca03426d4254b8d3f7c1b,P4,1188669419.957878,h09,1187200479.1549199,1468940.8029583422,0.0,18486814.854118276,R0,0.0,1931853.3334269954,R0,0.0,0.0,NONE,d07045db7590b585deea085f8f5699d3217806c9d2e3ac90368664e65420c890,3da66730aeafcc389f248217a2be9750a905f59f3b0178a157ed63ddc0dd0182,23bdfa0dc86f1ff10002cadb708aa4107ced13a7c7bb6c2081ede2c77de6a161
h05,LA-0056,56,1738ad1dd29775b4c1243f37df4a477fb45779e43f85cfc3b12da636f8161850,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,0150cdaa5dce213ab0d5f75daf31dfe137f261601e03cde08ab05e8a11131137,,,c805c0a11ec3f682ae10ec5131c3683fca5cd3b5c8ca18fe14685d9a4ee600e1,f8fe64d348b0efafbcbfbee81fbf9cbc242ba24f96b2effc5b2cd3a6fbdc5bc0,P4,1216460540.2040946,h09,1205231084.4460044,11229455.758090189,0.0,0.0,NONE,0.0,0.0,NONE,0.0,218357250.86584362,R1,f8b7f6e3cacaee99321f8d64b603068262cc4a67033e44e1b448c2ceeaaf3926,3281a88c567918f7337279c0bd41fa9a3505e4d793d557ced554928d5dc529b9,d3cb5aa5a59cbe6e8c6e255c4fdac707188d9c18d52fe399db7e2f34f589c88b
h05,LA-0241,241,2cf6628e1d5fa070cdf66ed0f55df7b7bfec99e19ed82e25bc4e19be4c5658ec,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,8e24ae37402bc52dcc0ec0980828f562bc96a7c097f2ef226822dfcab747151a,,,17c428c2e31953fddc293d6377982975dd71ff98ca3a2c7d8247b00b1eed44de,dcb8451a51d51aa61e78679b172903422386d0c9c9dff136c9ab769d8cf9ce55,P1,1228660840.053436,h09,1209522934.1979976,19137905.85543848,16522628.612714507,0.0,NONE,585196.9549794181,0.0,NONE,0.0,0.0,NONE,98047be7a550235368c600689c785a25312265d500a8e9904663c788160b5b11,2b016cf4ea59bd9a9dda8d0ef7a301cf2f7367dcd76fe0ab48e5c7e5928fc3cf,270e151f5309616d70bc6e18c502c060f067ebd55242079813c5874c7298ce12
h05,LA-0773,773,352684c43c955d5fdf1b7efe1809d560e18ff6e9a14fec08d2d438ec511cdc73,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,25fcba1569b88d1db7e1f1952ccce016fc8ca7208bd09dde1f50737adb5bddb2,,,81e291417bf6bc2cb8a83d70b3875ae7a8a73503788791149ac89447d5459268,251632dfe6b1991464c0516d78781101236cc67fd1040523f953f87eef55ee22,P1,1229415026.048705,h09,1210277120.1932666,19137905.855438434,16794948.201460715,0.0,NONE,572961.8413812658,0.0,NONE,0.0,0.0,NONE,33ef4d718993e8edb67fbb5941b2640b241a9e96a39175d770a949feecb9724a,0def15c2144bbba302eef1b333ada59878d832c3b88bf3d1f0914170d89f0a9b,82a111ca12729aa21c7d66e806a862cfc6fe3c5a170c4f59834cfb4747429f3b
h05,LA-0325,325,ee053b011bcec6468ff0b659ca14db2c3cda3815407a3e20302f1b30d5cfd97b,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,be63b2af6e430e1c18bd3e692b0bb7e4deac99828608636b15f4953cc39c4485,,,0d08e37cb251dc48ac1b4d94fd14ceca7ac94ad58434db510fb989ab1570105b,bbca3ab3646d29424ea8d3f3fc8132ffefd0cb5874a3bf09db89ad3880881bd7,P1,1225195499.2187395,h09,1206057593.363301,19137905.85543848,15377011.123688519,0.0,NONE,636668.684144383,0.0,NONE,0.0,0.0,NONE,4b93139a7b86fc444575418442f2b3aa389c837e93b348d44e85964320c5d2f8,db902618171cf9cfceca248faad0717c901f603478b831b93b591e04d711711a,e128c036f93f83ad5ea3224a0da39add3f4556bfc33bfdfc0710b9c16ebd14bb
h05,LA-0539,539,38b363b234a7c060faae0441c55f6a3fd6b9eab446463cb665ae20148e7cb7b9,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,8909a8905e9cd519f6a1b178d870d501c4a19a7a532bae9deee674e89929b00b,,,c2ed0ea11019d1a2f62a0ebedf0addd690723b0d08cbdf13359d309b7d631d69,620a25c8cdcb4a6dc5ada181a8c7b06e83883b2afb8c5c283e32c96727a0322e,P4,1221453232.7320273,h09,1219455114.6701212,1998118.0619060283,0.0,0.0,NONE,0.0,0.0,NONE,0.0,179820765.82621947,R0,fbfbe11d5c2b7f9135934c898a3ee3ca7d8aff06b825aa2d18e4278ab0496491,2b6cb8ee08b2ae3be776ad8cd33e4b5d97f5fa93c874863a29d1a0aba831da0e,9a35d3a6a8475e695ec3721529e28c80ed6b3fd7328743cb4e9de8ef9c9f523c
h05,LA-0618,618,cc51d9aa8025dc8c3cad333a7d884bcd02747b3bb5b1eb75c4d4790786d456cb,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,d47e87089a296218d47f012cf5da04180910f862cd1ca38e5d22bcad3f843d1d,,,ec5a70d627a8c834db80485b61d9b84db5706c39979f9cbeab22e3cc43e44b78,ad701f5d2aa117e95b148695787eac7f5fc675295159c1a1d826964b7d172f9c,P4,1232433596.686941,h09,1225624223.196943,6809373.489997909,0.0,14620530.522613961,R0,0.0,0.0,NONE,0.0,62741662.80590778,R0,58be277c03bcea7341029333b6c8991a51b8365dc85ff40770dc38c8d34f6c24,a046743a1d96c5e130fa3bc85154ea5b2a7c4561dea8c404cd686fa760c28507,fdf8e8749ffe6e046a4f9532eec0a1ccaa73d39a444d181f820dc74a3f61948a
h05,LA-0474,474,f4a8ccf4bb978d75a720db4bd933115899e4eb34499800a333dfadd90374446c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,6ea2d2a62cadabf55a3df869f24435a9546a352c5034cf8829d8a3d3844963ef,,,6104a0b49cc051c6cfd65d941d5a7d2c8e2c99e0b04a567b284a83a4b5af8272,3d77e227d83e0082995b2b7bde0f466eef1a106b18eb38d7c6080285207166dc,P4,1197609956.3249547,h09,1196537534.9564757,1072421.3684789164,0.0,0.0,NONE,0.0,3609960.26356048,R0,0.0,0.0,NONE,fd72590bc439c9822ca9b205a63ae43faefa96cfc1dd25c1361d54b2aee0e81a,8c9e7cfacc2701c975f86860fcaa4e82f18794712c1d992fd4b7396e2bf82140,02b7ff61880f38b01d95a272bb6d850a5cd0f83d6dbe15736dfeb1c8f183a816
h05,LA-0559,559,38944a37260798b40473266bb6dbfc9ff5d6eb3a9c77f1e4a075d76223cac0af,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,0c834ce9a8534cec1c6992f908d9011d8846d798bb11d636efd8dc020e1f1b71,,,947b091e4d39cd61424cb1da1006f594200e86b236ac15662fbf5088ca8f2247,ac5bfb496465335c95554390f31c1fe223e4159ee6083c95f9564b007747b039,P4,1229310860.416438,h09,1227163111.9778047,2147748.4386335355,0.0,0.0,NONE,0.0,0.0,NONE,0.0,260804777.03166863,R0,58b5a19af9ef71e1f9c87abb45374288b087663c954f40806830e97570e8e6ef,8e0ef33bc929dd973a8dd2ac448f4d94cf94878c2e35754bd19794535986d069,af2dd49cb067f494586c42b44fe528fe629e6c6dd6d03f890c54b74d87ef71af
h05,LA-0626,626,81b33dbcce8673f59fa5904bd23c93aba001f02b0f5c90d8d13e9f9ae0d7a9f6,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,8a3f9278bb4d1b2dd875990e0aceaebd7f775bc72af6c8708923e66ab34b9852,,,0b1d69931bde61e3bfbe0aa55e477a595b083fe7d36877f7f63d81102a185b6b,e1b39ddd05be1f1ba63ef1192f57d759da10043cdf44b59b864f77c735c19ec2,P4,1221973070.127017,h09,1219147920.473546,2825149.6534710107,0.0,0.0,NONE,0.0,0.0,NONE,0.0,338344958.1581727,R0,9f5a1cb5a1c19df63ee934b4854fe6872a941662b694f219a8fed178c2266971,94207b12fccaa663bcaf059c5fc80b6ed0f7ed1d14619ba0ef2727d215808b07,78abc3e9ee34c3c89e3900d113b767e53b63d3e6feff088daa1e6177796b8093
h05,LA-0617,617,d59dafe265604f537375b55f1b3ec24bef30d0f3cbae8ad14a4a1043bdd27c49,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,20b3abc4cd2e4f0df309aee584384237e45aae433e679aa36da42c054fb288ec,,,473815b4a275562d01426e09a0b3634f55e428c93a49ee6b794110209fc54e72,0783663391bca887e09af7f1d7081c381ffd793caf49ba26eaa4fc4406498acd,P1,1220909713.443281,h09,1201771807.5878425,19137905.855438404,14162542.696402738,0.0,NONE,691233.8340023828,0.0,NONE,0.0,0.0,NONE,f7793422aac23be10173aa2dc05047bae8059d6e5dba36841ed3142279f9bf21,b9e54ab598f34b0e405d96ff8afc95dd8498d9f9c550e42d02f459fa19426c3d,f04d0289cbe33f7e3fb00c212697d77985ed0907fd3e814406e5a308ddfc7ae2
h05,LA-0624,624,a5d87dfc044d99c1808dfa2078b88e7d3fa889603a6fa05613e9bbdf178be0d7,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,7618cae5d96852f1b00a7fe8cde38714a6b54f9153e695ed040046a4b4543f8d,,,90e65174a67dc702e0863a367f1b07cfea1b2457c98b847387112572214e2477,035bb4bb8e68d577ad7c4171398a3a45a9b2cd06a073f473c35cb8f1a12d3ef8,P4,1222973358.2668705,h09,1212721282.3156376,10252075.95123283,0.0,0.0,NONE,0.0,1456567.5823575114,R1,0.0,0.0,NONE,49299abedc97bd141476b798a7b0501c06747eefb7939e8b08dd705b3c0cedf6,4e4761d5ebf76e7c8b7113ae1426511fe80e9209c9d744980458f54187651212,94858d839d5324cb595126421e4a68f2c79caf1db5a57b185dee7447feb69780
h05,LA-0419,419,980ed4843284f015912efec4bdfc93012b77d07b8b05807719cf0508fa21d36a,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,161f3a70dce5cf3a203819ccc11b0f80b75c4d1ff87e4a2ad2c300d0cbb6e98b,,,22fe34fae3aaa225cd0884f9fca9584f2630ae19e93cf3feb66bfe762064fd22,03aa28360ebe60f639d07b2b36c15b4e075bd6cc19950537ecb9a42f1772e26f,P1,1223547655.3658326,h09,1204409749.510394,19137905.85543848,14886199.94916811,0.0,NONE,658720.4597920568,0.0,NONE,0.0,0.0,NONE,53bc49d891945f19af798bf294af4366261b83c6ea98471e1ed11b3a7b47402f,c3273e4113c397da646c66cb8fe83f0be08837a450d88472a23907ef283f6202,f00967d156e0918e700149127cd3fe9ba943cd38849bc27e8d75b5b3625df3bc
h05,LA-0449,449,b99e0b8184bdd18eceee93dc36767e3a4085f25705345953926bcb96a5b5308f,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,345dd35558ea1f462ad188f6e7ccd288eb9740add0f550dabb44a6166b846b30,,,cb6026f5d52096a3cbcb132b8be2c43ab5d176e40dac50a66b9955f0386fb9d5,545802d55daa306ec1df5c17d6665686a5d526afae58cbf906bd91952607215f,P4,1234153064.020469,h09,1229110486.8780413,5042577.142427584,0.0,12948480.129404549,R0,0.0,236124.1922080387,R0,0.0,14794791.053619508,R0,752e3d0f7afcf0f55c232b1a3936eb19aa28f009bcb0075e5cf4fb685f197f17,0c51f2436bba99cf6cdf05968d98545daa9d633870daa6f0e0eb6f11798260bd,545802d55daa306ec1df5c17d6665686a5d526afae58cbf906bd91952607215f
h05,LA-0034,34,b6a09f1b58b2fbf1794374e4eee392d33de36403806d9cac077fea29336b5fb6,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,934465049068778395a8190e6e1a707ea2ddd241a181ed2d797b164e1f7355be,,,03667bcfae94102ff739742b287d9131b70c5cec17a313def6bcc77943e298e5,e999b7835437e28d8e0e54aa7958be25192362702791b86d1aa6db5891767264,P4,1240279385.2554855,h09,1228483932.0476382,11795453.20784729,0.0,0.0,NONE,0.0,1402204.0578126786,R1,0.0,0.0,NONE,e9cd9cbc17700b0eea020abb392d658e2084c6dced9cf1ca18755a6567680e20,03c6a3eabaab4c0645effef95bc13ff83c4789d667c513be09eeb48dfc361611,b81aa5bf43254c599f80efb6464f42163778ca744b66fe3fe366894a010b4774
h05,LA-0228,228,9a7cf482266b21d433ac9d5b4c7a3c408df6990466426254b045b477ff91c73c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,9a89888525fbd2382cdfa887f80189286a02f7c2bff4bf0361700f910bf678a3,,,b9f7c102b40dd217bf25fad1465a74c257b1a4680ab2693936ad12ac21fdaac2,c747bdd3e57df5a34e6e9cc2f887cfe0556c3ad03d720c6bcfc2568f712129c4,P4,1215218891.078079,h09,1205810853.075546,9408038.00253289,0.0,0.0,NONE,0.0,0.0,NONE,0.0,201206707.84613845,R0,a0d0e08e3d4feeb5139417edd488cfae1c569623f1624c48f7fb0e99f20816c4,bc82e8dea8e851713827f7425bb9bc6553c9c5c220e22bdd27ca698c91dc3d2c,28957f2461700b946eed61fe0661a6320c8dc41a43d797e69007f8aacd01cbb4
h05,LA-0181,181,060d6c34408ab0d9201a98d0b431f21c8baac34b4d031c8897f92b6e83fd3a42,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,bd9f6ed7c95639e3ba1a3289880941054a8f573c5b2f896a67cb005976274f50,,,7739f9a34dfb6cf43ced022c498bdf9a7e43d8e5627134e7ee101a144f04a16c,8a5a832c1e0b1f7e66d25c12f4563e4162bd7affe582ccab65fbcbb859d70d2f,P4,1234039742.554662,h09,1227888716.8158557,6151025.73880636,0.0,0.0,NONE,0.0,812623.687718412,R2,0.0,0.0,NONE,3094d699f45613f094aa18884133cf63a2d72a83a42044d3c83f1e06b638d642,6597505aece6b6cdeb1e42fe729f9caa47404ae311bdb8a999fb22dfbe98a605,14d7569bb1379627b4c185c5727043c5d99e9107686790303cf70c28044a7076
h05,LA-0446,446,158f38ab0c9f58e91011abed655b810dbd3885ea73cd7e5251f840705844af14,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,d27e54faac30d7644336c14f4d0d970f343b98510b4fb3b4f70401392d8f5d2b,,,4a885c16d2045315af374d953df518fc2fc487f83c3df5eefb059d7de42544f8,185bc78b02846c91254453f0d8f823429f7e642af042e53f0d305767cbb80880,P4,1214465780.6325448,h09,1203094329.5705013,11371451.062043536,0.0,0.0,NONE,0.0,0.0,NONE,0.0,177424951.71674347,R2,ccee6cc6ccc7ea9f913d260757b5cbcf1a72e8c1d5084ad4bc920eb1ed62fd44,f65de3db70d36c67a8a165e84d510a6bc53d3f30cf452f4082b2957b75b6a79b,1c379183bd37e1cfeda1212482f60f693779c3b0494ef3c35ef0ed2e3483a3ac
h05,LA-0761,761,0c5c240e662b976646957642eb48b5a8f9a03e99dc1d52d93eebd12c8367a925,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,27442a40a1d4d814020e1b00484681ea538baaed51cf7afd791f6481205726a3,,,678971243b64337281e5b96384cb3e2be87211b1d5a9e5b45f037edc918a69ca,ddbfef69e23d18efe5d3dd12148357cfc6ea22fb63687b5cf03a911f0e936242,P1,1226774135.3903177,h09,1207636229.5348792,19137905.85543848,15878553.369568503,0.0,NONE,614134.769559445,0.0,NONE,0.0,0.0,NONE,97ab76e981c47687244a4843355a6e6f3275803a818a3b6a957681ec6e45bfc4,82d966baa90e08debfe547d8e09901d125f3d0dd64ac1537fafe62372263beda,06af6be4f5c6df854b05568975c53225acfdaf33816b399ad81e58d8d98683ad
h05,LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,bd9cc680b9c940240c3677b83972a6135fa53766f8dca964a4b8516a40252ef4,,,40ef8fae9c6f6aa7ee85efb21578f0f222967b940938ec02896b15c79d6bc09b,98935921fe84e109ba4b5e3bfc4466af557175625c6538624b9dea2fc78d8e43,P4,1148391122.304724,h09,1147570607.3254519,820514.979272036,0.0,28029084.11250231,R0,0.0,4879179.8225497,R0,0.0,0.0,NONE,7fa9d7f2b8dbb4950b15bc347588d1e0424319a9ad3fab05ceddfd31d75faa35,dfa672fc80931af3d91486c74b048829aa1a3d9a89a5cfd6b23dc3325ef9085c,a267318894f945d496955cf7f48b908fef7144d4be12bc579b26092fe9683f53
h05,LA-0998,998,234be674a34b047722c7891081688f29aff46904e7c1145ae3fccdd9f4cd33ad,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,1a5be2d23f38c4e0cff6d50b09d02bef344defefc488e00af7cd5bb69c3514fe,,,e166df50c00a3517030b8e1e5e10a3d11460209c4945721904754ed8134c7d04,7f6009d6e837e41c26dd4934949518bfac0160b39a6417575912ce13bdb05b8f,P4,1218199164.7695155,h09,1215806335.1155846,2392829.6539309886,0.0,0.0,NONE,0.0,3228315.2741801515,R0,0.0,0.0,NONE,fdae8226b2e327261a5fa9e21be473161d91d05730d9a7bac4090a940d62fcce,4ace6aa0120cfdcef985b3d84ca498d7b617cd32519ccc961d2a088f7106595b,37751944e25452000a39958f1f337d44e445221a9c398472db742006fd02f98f
h05,LA-0586,586,5c219e43d6c1365300ac71a4b0b487a33250e26d33d65b33cd3acaba29b55cab,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,17d52cf2261e1cc90d73a7b8da0198c41187e98d677b2e253206fb7a6d547fa5,,,d7985b4f82df2d6082362edea76dcb97ea7c40a4ee2ae7753441478e2ea26417,d3965e0cc836040ee78b78d9d27d753fcc1e6bd4c1c1f76389f33ba1ab81e51e,P1,1226151204.4200666,h09,1207013298.5646281,19137905.85543848,15676786.200360263,0.0,NONE,623200.0161948624,0.0,NONE,0.0,0.0,NONE,dd2b68b0312f391b96bef78f27754a23a7ff060c65ad569527b404daf1aa61c1,68d32fcfafe5bb584b2e32c2c0bdab41d02e8f7d46b2cb2aba81464e4125f62e,f5fa4b7df3bc4673f99eab8502982c7ea4f8c16c00b5e8512fb90dfb9f6b0b30
h05,LA-0169,169,b0f2032de2442051dcc2a77a5d1150a6cc6f7c2c5317099a77f5cb39892e418c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,a05ae67e4110e2399f285478a2503aa444cc02adc5ef2de1a805abeb3a922d81,,,f1f16f5c9e10785ca2457ea7c357412816447b22aa7b2d9a7dbc9209bef96e31,6ef883b982faf233c36423d4adb642a53ce9ebb10d3413ecde1164707513fa61,P4,1222868566.832414,h09,1215413303.0637562,7455263.768657719,0.0,0.0,NONE,0.0,0.0,NONE,0.0,183235869.3832734,R1,5284c2248b7d06c160f52f07bc78ce27f484ffd4a0a0230e8e37f338a6d9f526,71c646ac65aee171db2230a86027fec8ca3e72099a33a97e3d92090e525f43d5,eb8447527b6cb991f5017b0a8e7ee2dc34dde5c4c549de89d60eca3c73d0e70f
